Date	Time		Year	Mo	D	Hr	Mn	Height			
											
2010-04-14	09:10:00	0	2010	4	14	9	10	5.2			
2010-04-14	09:15:00	5	2010	4	14	9	15	5.4			
2010-04-14	09:20:00	10	2010	4	14	9	20	5.3			
2010-04-14	09:25:00	15	2010	4	14	9	25	5.4			
2010-04-14	09:30:00	20	2010	4	14	9	30	8.2			
2010-04-14	09:35:00	25	2010	4	14	9	35	8.5			
2010-04-14	09:40:00	30	2010	4	14	9	40	5.5			
2010-04-14	09:45:00	35	2010	4	14	9	45	8.3			
2010-04-14	09:50:00	40	2010	4	14	9	50	5.5			
2010-04-14	09:55:00	45	2010	4	14	9	55	5.5			
2010-04-14	10:00:00	50	2010	4	14	10	0	5.5			
2010-04-14	10:05:00	55	2010	4	14	10	5	8.5			
2010-04-14	10:10:00	60	2010	4	14	10	10	8.6			
2010-04-14	10:15:00	65	2010	4	14	10	15	5.6			
2010-04-14	10:20:00	70	2010	4	14	10	20	8.3			
2010-04-14	10:25:00	75	2010	4	14	10	25	8.6			
2010-04-14	10:30:00	80	2010	4	14	10	30	8.3			
2010-04-14	10:35:00	85	2010	4	14	10	35	8.5			
2010-04-14	10:40:00	90	2010	4	14	10	40	8.3			
2010-04-14	10:45:00	95	2010	4	14	10	45	8.6			
2010-04-14	10:50:00	100	2010	4	14	10	50	8.5			
2010-04-14	10:55:00	105	2010	4	14	10	55	8.5			
2010-04-14	11:00:00	110	2010	4	14	11	0	8.6			
2010-04-14	11:05:00	115	2010	4	14	11	5	8.3			
2010-04-14	11:10:00	120	2010	4	14	11	10	5.7			
2010-04-14	11:15:00	125	2010	4	14	11	15	5.6			
2010-04-14	11:20:00	130	2010	4	14	11	20	5.4			
2010-04-14	11:25:00	135	2010	4	14	11	25	8.3			
2010-04-14	11:30:00	140	2010	4	14	11	30	5.5			
2010-04-14	11:35:00	145	2010	4	14	11	35	8.5			
2010-04-14	11:40:00	150	2010	4	14	11	40	8.5			
2010-04-14	11:45:00	155	2010	4	14	11	45	8.8			
2010-04-14	11:50:00	160	2010	4	14	11	50	8.5			
2010-04-14	11:55:00	165	2010	4	14	11	55	8.7			
2010-04-14	12:00:00	170	2010	4	14	12	0	8.5			
2010-04-14	12:05:00	175	2010	4	14	12	5	8.5			
2010-04-14	12:10:00	180	2010	4	14	12	10	8.8			
2010-04-14	12:15:00	185	2010	4	14	12	15	8.7			
2010-04-14	12:20:00	190	2010	4	14	12	20	8.6			
2010-04-14	12:25:00	195	2010	4	14	12	25	8.6			
2010-04-14	12:30:00	200	2010	4	14	12	30	8.6			
2010-04-14	12:35:00	205	2010	4	14	12	35	8.8			
2010-04-14	12:40:00	210	2010	4	14	12	40	8.5			
2010-04-14	12:45:00	215	2010	4	14	12	45	9			
2010-04-14	12:50:00	220	2010	4	14	12	50	8.7			
2010-04-14	12:55:00	225	2010	4	14	12	55	8.7			
2010-04-14	13:00:00	230	2010	4	14	13	0	9			
2010-04-14	13:05:00	235	2010	4	14	13	5	8.8			
2010-04-14	13:10:00	240	2010	4	14	13	10	8.7			
2010-04-14	13:15:00	245	2010	4	14	13	15	6.5			
2010-04-14	13:20:00	250	2010	4	14	13	20	8.6			
2010-04-14	13:25:00	255	2010	4	14	13	25	8.6			
2010-04-14	13:30:00	260	2010	4	14	13	30	8.6			
2010-04-14	13:35:00	265	2010	4	14	13	35	8.7			
2010-04-14	13:40:00	270	2010	4	14	13	40	8.5			
2010-04-14	13:45:00	275	2010	4	14	13	45	8.6			
2010-04-14	13:50:00	280	2010	4	14	13	50	8.7			
2010-04-14	13:55:00	285	2010	4	14	13	55	8.3			
2010-04-14	14:00:00	290	2010	4	14	14	0	8.8			
2010-04-14	14:05:00	295	2010	4	14	14	5	8.8			
2010-04-14	14:10:00	300	2010	4	14	14	10	8.6			
2010-04-14	14:15:00	305	2010	4	14	14	15	9			
2010-04-14	14:20:00	310	2010	4	14	14	20	6.4			
2010-04-14	14:25:00	315	2010	4	14	14	25	8.7			
2010-04-14	14:30:00	320	2010	4	14	14	30	8.8			
2010-04-14	14:35:00	325	2010	4	14	14	35	6.2			
2010-04-14	14:40:00	330	2010	4	14	14	40	9			
2010-04-14	14:45:00	335	2010	4	14	14	45	9.2			
2010-04-14	14:50:00	340	2010	4	14	14	50	6.4			
2010-04-14	14:55:00	345	2010	4	14	14	55	6.1			
2010-04-14	15:00:00	350	2010	4	14	15	0	8.8			
2010-04-14	15:05:00	355	2010	4	14	15	5	8.7			
2010-04-14	15:10:00	360	2010	4	14	15	10	6			
2010-04-14	15:15:00	365	2010	4	14	15	15	8.7			
2010-04-14	15:20:00	370	2010	4	14	15	20	8.5			
2010-04-14	15:25:00	375	2010	4	14	15	25	7.5			
2010-04-14	15:30:00	380	2010	4	14	15	30	9.1			
2010-04-14	15:35:00	385	2010	4	14	15	35	6.6			
2010-04-14	15:40:00	390	2010	4	14	15	40	5.8			
2010-04-14	15:45:00	395	2010	4	14	15	45	8.7			
2010-04-14	15:50:00	400	2010	4	14	15	50	9			
2010-04-14	15:55:00	405	2010	4	14	15	55	8.5			
2010-04-14	16:00:00	410	2010	4	14	16	0	5.9			
2010-04-14	16:05:00	415	2010	4	14	16	5	8.5			
2010-04-14	16:10:00	420	2010	4	14	16	10	9.4			
2010-04-14	16:15:00	425	2010	4	14	16	15	6.4			
2010-04-14	16:20:00	430	2010	4	14	16	20	8.7			
2010-04-14	16:25:00	435	2010	4	14	16	25	6			
2010-04-14	16:30:00	440	2010	4	14	16	30	5.8			
2010-04-14	16:35:00	445	2010	4	14	16	35	6.2			
2010-04-14	16:40:00	450	2010	4	14	16	40	8.6			
2010-04-14	16:45:00	455	2010	4	14	16	45	5.9			
2010-04-14	16:50:00	460	2010	4	14	16	50	5.3			
2010-04-14	16:55:00	465	2010	4	14	16	55	5.5			
2010-04-14	17:00:00	470	2010	4	14	17	0	5.6			
2010-04-14	17:05:00	475	2010	4	14	17	5	5.6			
2010-04-14	17:10:00	480	2010	4	14	17	10	5.6			
2010-04-14	17:15:00	485	2010	4	14	17	15	5.7			
2010-04-14	17:20:00	490	2010	4	14	17	20	5.5			
2010-04-14	17:25:00	495	2010	4	14	17	25	5.7			
2010-04-14	17:30:00	500	2010	4	14	17	30	5.8			
2010-04-14	17:35:00	505	2010	4	14	17	35	5.7			
2010-04-14	17:40:00	510	2010	4	14	17	40	5.9			
2010-04-14	17:45:00	515	2010	4	14	17	45	5.5			
2010-04-14	17:50:00	520	2010	4	14	17	50	5.7			
2010-04-14	17:55:00	525	2010	4	14	17	55	5.5			
2010-04-14	18:00:00	530	2010	4	14	18	0	5.5			
2010-04-14	18:05:00	535	2010	4	14	18	5	5.4			
2010-04-14	18:10:00	540	2010	4	14	18	10	5.5			
2010-04-14	18:15:00	545	2010	4	14	18	15	5.5			
2010-04-14	18:20:00	550	2010	4	14	18	20	5.5			
2010-04-14	18:25:00	555	2010	4	14	18	25	5.9			
2010-04-14	18:30:00	560	2010	4	14	18	30	5.4			
2010-04-14	18:35:00	565	2010	4	14	18	35	9.1			
2010-04-14	18:40:00	570	2010	4	14	18	40	6.2			
2010-04-14	18:45:00	575	2010	4	14	18	45	5.5			
2010-04-14	18:50:00	580	2010	4	14	18	50	5.7			
2010-04-14	18:55:00	585	2010	4	14	18	55	5.6			
2010-04-14	19:00:00	590	2010	4	14	19	0	5.7			
2010-04-14	19:05:00	595	2010	4	14	19	5	5.5			
2010-04-14	19:10:00	600	2010	4	14	19	10	5.4			
2010-04-14	19:15:00	605	2010	4	14	19	15	5.6			
2010-04-14	19:20:00	610	2010	4	14	19	20	5.7			
2010-04-14	19:25:00	615	2010	4	14	19	25	5.7			
2010-04-14	19:30:00	620	2010	4	14	19	30	5.4			
2010-04-14	19:35:00	625	2010	4	14	19	35	5.4			
2010-04-14	19:40:00	630	2010	4	14	19	40	5.3			
2010-04-14	19:45:00	635	2010	4	14	19	45	5.3			
2010-04-14	19:50:00	640	2010	4	14	19	50	5.3			
2010-04-14	19:55:00	645	2010	4	14	19	55	5.3			
2010-04-14	20:00:00	650	2010	4	14	20	0	5.5			
2010-04-14	20:05:00	655	2010	4	14	20	5	5.6			
2010-04-14	20:10:00	660	2010	4	14	20	10	5.6			
2010-04-14	20:15:00	665	2010	4	14	20	15	5.3			
2010-04-14	20:20:00	670	2010	4	14	20	20	5.3			
2010-04-14	20:25:00	675	2010	4	14	20	25	5.4			
2010-04-14	20:30:00	680	2010	4	14	20	30	5.4			
2010-04-14	20:35:00	685	2010	4	14	20	35	5.4			
2010-04-14	20:40:00	690	2010	4	14	20	40	5.4			
2010-04-14	20:45:00	695	2010	4	14	20	45	5.5			
2010-04-14	20:50:00	700	2010	4	14	20	50	5.5			
2010-04-14	20:55:00	705	2010	4	14	20	55	5.6			
2010-04-14	21:00:00	710	2010	4	14	21	0	5.8			
2010-04-14	21:05:00	715	2010	4	14	21	5	5.7			
2010-04-14	21:10:00	720	2010	4	14	21	10	5.4			
2010-04-14	21:15:00	725	2010	4	14	21	15	5.4			
2010-04-14	21:20:00	730	2010	4	14	21	20	5.4			
2010-04-14	21:25:00	735	2010	4	14	21	25	5.5			
2010-04-14	21:30:00	740	2010	4	14	21	30	5.4			
2010-04-14	21:35:00	745	2010	4	14	21	35	5.6			
2010-04-14	21:40:00	750	2010	4	14	21	40	5.5			
2010-04-14	21:45:00	755	2010	4	14	21	45	5.5			
2010-04-14	21:50:00	760	2010	4	14	21	50	5.1			
2010-04-14	21:55:00	765	2010	4	14	21	55	5.4			
2010-04-14	22:00:00	770	2010	4	14	22	0	5.3			
2010-04-14	22:05:00	775	2010	4	14	22	5	5.1			
2010-04-14	22:10:00	780	2010	4	14	22	10	5.3			
2010-04-14	22:15:00	785	2010	4	14	22	15	5.5			
2010-04-14	22:20:00	790	2010	4	14	22	20	5.2			
2010-04-14	22:25:00	795	2010	4	14	22	25	5.4			
2010-04-14	22:30:00	800	2010	4	14	22	30	5.3			
2010-04-14	22:35:00	805	2010	4	14	22	35	5.4			
2010-04-14	22:40:00	810	2010	4	14	22	40	5.5			
2010-04-14	22:45:00	815	2010	4	14	22	45	5.3			
2010-04-14	22:50:00	820	2010	4	14	22	50	5.2			
2010-04-14	22:55:00	825	2010	4	14	22	55	5.3			
2010-04-14	23:00:00	830	2010	4	14	23	0	5.2			
2010-04-14	23:05:00	835	2010	4	14	23	5	5.5			
2010-04-14	23:10:00	840	2010	4	14	23	10	5.1			
2010-04-14	23:15:00	845	2010	4	14	23	15	5.2			
2010-04-14	23:20:00	850	2010	4	14	23	20	2.5			
2010-04-14	23:25:00	855	2010	4	14	23	25	2.5			
2010-04-14	23:30:00	860	2010	4	14	23	30	2.5			
2010-04-14	23:35:00	865	2010	4	14	23	35	5.2			
2010-04-14	23:40:00	870	2010	4	14	23	40	5.4			
2010-04-14	23:45:00	875	2010	4	14	23	45	5.5			
2010-04-14	23:50:00	880	2010	4	14	23	50	5.2			
2010-04-14	23:55:00	885	2010	4	14	23	55	5.5			
2010-04-15	00:00:00	890	2010	4	15	0	0	5.3			
2010-04-15	00:05:00	895	2010	4	15	0	5	5.3			
2010-04-15	00:10:00	900	2010	4	15	0	10	5.3			
2010-04-15	00:15:00	905	2010	4	15	0	15	5.2			
2010-04-15	00:20:00	910	2010	4	15	0	20	5.4			
2010-04-15	00:25:00	915	2010	4	15	0	25	5.4			
2010-04-15	00:30:00	920	2010	4	15	0	30	5.2			
2010-04-15	00:35:00	925	2010	4	15	0	35	5.2			
2010-04-15	00:40:00	930	2010	4	15	0	40	5.3			
2010-04-15	00:45:00	935	2010	4	15	0	45	5.4			
2010-04-15	00:50:00	940	2010	4	15	0	50	5.4			
2010-04-15	00:55:00	945	2010	4	15	0	55	5.4			
2010-04-15	01:00:00	950	2010	4	15	1	0	5.3			
2010-04-15	01:05:00	955	2010	4	15	1	5	5.4			
2010-04-15	01:10:00	960	2010	4	15	1	10	5.4			
2010-04-15	01:15:00	965	2010	4	15	1	15	5.4			
2010-04-15	01:20:00	970	2010	4	15	1	20	5.4			
2010-04-15	01:25:00	975	2010	4	15	1	25	5.4			
2010-04-15	01:30:00	980	2010	4	15	1	30	5.3			
2010-04-15	01:35:00	985	2010	4	15	1	35	5.3			
2010-04-15	01:40:00	990	2010	4	15	1	40	5.4			
2010-04-15	01:45:00	995	2010	4	15	1	45	5.3			
2010-04-15	01:50:00	1000	2010	4	15	1	50	5.4			
2010-04-15	01:55:00	1005	2010	4	15	1	55	5.2			
2010-04-15	02:00:00	1010	2010	4	15	2	0	5.2			
2010-04-15	02:05:00	1015	2010	4	15	2	5	5.4			
2010-04-15	02:10:00	1020	2010	4	15	2	10	5.2			
2010-04-15	02:15:00	1025	2010	4	15	2	15	5.2			
2010-04-15	02:20:00	1030	2010	4	15	2	20	5.3			
2010-04-15	02:25:00	1035	2010	4	15	2	25	5.5			
2010-04-15	02:30:00	1040	2010	4	15	2	30	5.2			
2010-04-15	02:35:00	1045	2010	4	15	2	35	5.1			
2010-04-15	02:40:00	1050	2010	4	15	2	40	5.4			
2010-04-15	02:45:00	1055	2010	4	15	2	45	5.2			
2010-04-15	02:50:00	1060	2010	4	15	2	50	4.1			
2010-04-15	02:55:00	1065	2010	4	15	2	55	5.3			
2010-04-15	03:00:00	1070	2010	4	15	3	0	5.5			
2010-04-15	03:05:00	1075	2010	4	15	3	5	5.2			
2010-04-15	03:10:00	1080	2010	4	15	3	10	5.4			
2010-04-15	03:15:00	1085	2010	4	15	3	15	5.3			
2010-04-15	03:20:00	1090	2010	4	15	3	20	5.7			
2010-04-15	03:25:00	1095	2010	4	15	3	25	5			
2010-04-15	03:30:00	1100	2010	4	15	3	30	5.1			
2010-04-15	03:35:00	1105	2010	4	15	3	35	5.1			
2010-04-15	03:40:00	1110	2010	4	15	3	40	5.4			
2010-04-15	03:45:00	1115	2010	4	15	3	45	4.3			
2010-04-15	03:50:00	1120	2010	4	15	3	50	5.4			
2010-04-15	03:55:00	1125	2010	4	15	3	55	5.4			
2010-04-15	04:00:00	1130	2010	4	15	4	0	5.1			
2010-04-15	04:05:00	1135	2010	4	15	4	5	5.5			
2010-04-15	04:10:00	1140	2010	4	15	4	10	5.6			
2010-04-15	04:15:00	1145	2010	4	15	4	15	4.5			
2010-04-15	04:20:00	1150	2010	4	15	4	20	4.3			
2010-04-15	04:25:00	1155	2010	4	15	4	25	4.2			
2010-04-15	04:30:00	1160	2010	4	15	4	30	4.5			
2010-04-15	04:35:00	1165	2010	4	15	4	35	4.4			
2010-04-15	04:40:00	1170	2010	4	15	4	40	4.1			
2010-04-15	04:45:00	1175	2010	4	15	4	45	5.5			
2010-04-15	04:50:00	1180	2010	4	15	4	50	4.3			
2010-04-15	04:55:00	1185	2010	4	15	4	55	5.6			
2010-04-15	05:00:00	1190	2010	4	15	5	0	5.4			
2010-04-15	05:05:00	1195	2010	4	15	5	5	5.6			
2010-04-15	05:10:00	1200	2010	4	15	5	10	5.1			
2010-04-15	05:15:00	1205	2010	4	15	5	15	5.6			
2010-04-15	05:20:00	1210	2010	4	15	5	20	5.8			
2010-04-15	05:25:00	1215	2010	4	15	5	25	5.5			
2010-04-15	05:30:00	1220	2010	4	15	5	30	5.7			
2010-04-15	05:35:00	1225	2010	4	15	5	35	5.7			
2010-04-15	05:40:00	1230	2010	4	15	5	40	5.7			
2010-04-15	05:45:00	1235	2010	4	15	5	45	5.6			
2010-04-15	05:50:00	1240	2010	4	15	5	50	5.7			
2010-04-15	05:55:00	1245	2010	4	15	5	55	6			
2010-04-15	06:00:00	1250	2010	4	15	6	0	6			
2010-04-15	06:05:00	1255	2010	4	15	6	5	5.9			
2010-04-15	06:10:00	1260	2010	4	15	6	10	5.8			
2010-04-15	06:15:00	1265	2010	4	15	6	15	6			
2010-04-15	06:20:00	1270	2010	4	15	6	20	5.7			
2010-04-15	06:25:00	1275	2010	4	15	6	25	5.9			
2010-04-15	06:30:00	1280	2010	4	15	6	30	5.9			
2010-04-15	06:35:00	1285	2010	4	15	6	35	5.7			
2010-04-15	06:40:00	1290	2010	4	15	6	40	5.9			
2010-04-15	06:45:00	1295	2010	4	15	6	45	5.6			
2010-04-15	06:50:00	1300	2010	4	15	6	50	5.7			
2010-04-15	06:55:00	1305	2010	4	15	6	55	5.5			
2010-04-15	07:00:00	1310	2010	4	15	7	0	5.5			
2010-04-15	07:05:00	1315	2010	4	15	7	5	2.5			
2010-04-15	07:10:00	1320	2010	4	15	7	10	2.5			
2010-04-15	07:15:00	1325	2010	4	15	7	15	2.5			
2010-04-15	07:20:00	1330	2010	4	15	7	20	2.5			
2010-04-15	07:25:00	1335	2010	4	15	7	25	4			
2010-04-15	07:30:00	1340	2010	4	15	7	30	5.5			
2010-04-15	07:35:00	1345	2010	4	15	7	35	5.6			
2010-04-15	07:40:00	1350	2010	4	15	7	40	6.1			
2010-04-15	07:45:00	1355	2010	4	15	7	45	5.8			
2010-04-15	07:50:00	1360	2010	4	15	7	50	5.6			
2010-04-15	07:55:00	1365	2010	4	15	7	55	5.8			
2010-04-15	08:00:00	1370	2010	4	15	8	0	5.8			
2010-04-15	08:05:00	1375	2010	4	15	8	5	5.9			
2010-04-15	08:10:00	1380	2010	4	15	8	10	5.6			
2010-04-15	08:15:00	1385	2010	4	15	8	15	5.7			
2010-04-15	08:20:00	1390	2010	4	15	8	20	5.8			
2010-04-15	08:25:00	1395	2010	4	15	8	25	5.8			
2010-04-15	08:30:00	1400	2010	4	15	8	30	5.8			
2010-04-15	08:35:00	1405	2010	4	15	8	35	5.8			
2010-04-15	08:40:00	1410	2010	4	15	8	40	5.7			
2010-04-15	08:45:00	1415	2010	4	15	8	45	5.8			
2010-04-15	08:50:00	1420	2010	4	15	8	50	5.7			
2010-04-15	08:55:00	1425	2010	4	15	8	55	5.4			
2010-04-15	09:00:00	1430	2010	4	15	9	0	5.7			
2010-04-15	09:05:00	1435	2010	4	15	9	5	5.4			
2010-04-15	09:10:00	1440	2010	4	15	9	10	5.7			
2010-04-15	09:15:00	1445	2010	4	15	9	15	5.8			
2010-04-15	09:20:00	1450	2010	4	15	9	20	5.8			
2010-04-15	09:25:00	1455	2010	4	15	9	25	5.8			
2010-04-15	09:30:00	1460	2010	4	15	9	30	5.8			
2010-04-15	09:35:00	1465	2010	4	15	9	35	5.7			
2010-04-15	09:40:00	1470	2010	4	15	9	40	5.7			
2010-04-15	09:45:00	1475	2010	4	15	9	45	5.6			
2010-04-15	09:50:00	1480	2010	4	15	9	50	5.6			
2010-04-15	09:55:00	1485	2010	4	15	9	55	5.8			
2010-04-15	10:00:00	1490	2010	4	15	10	0	5.7			
2010-04-15	10:05:00	1495	2010	4	15	10	5	5.7			
2010-04-15	10:10:00	1500	2010	4	15	10	10	5.7			
2010-04-15	10:15:00	1505	2010	4	15	10	15	5.7			
2010-04-15	10:20:00	1510	2010	4	15	10	20	5.7			
2010-04-15	10:25:00	1515	2010	4	15	10	25	5.6			
2010-04-15	10:30:00	1520	2010	4	15	10	30	5.6			
2010-04-15	10:35:00	1525	2010	4	15	10	35	5.5			
2010-04-15	10:40:00	1530	2010	4	15	10	40	5.5			
2010-04-15	10:45:00	1535	2010	4	15	10	45	5.4			
2010-04-15	10:50:00	1540	2010	4	15	10	50	5.4			
2010-04-15	10:55:00	1545	2010	4	15	10	55	5.4			
2010-04-15	11:00:00	1550	2010	4	15	11	0	5.3			
2010-04-15	11:05:00	1555	2010	4	15	11	5	5.3			
2010-04-15	11:10:00	1560	2010	4	15	11	10	5.2			
2010-04-15	11:15:00	1565	2010	4	15	11	15	5.2			
2010-04-15	11:20:00	1570	2010	4	15	11	20	5.1			
2010-04-15	11:25:00	1575	2010	4	15	11	25	5.1			
2010-04-15	11:30:00	1580	2010	4	15	11	30	5			
2010-04-15	11:35:00	1585	2010	4	15	11	35	5			
2010-04-15	11:40:00	1590	2010	4	15	11	40	4.9			
2010-04-15	11:45:00	1595	2010	4	15	11	45	4.9			
2010-04-15	11:50:00	1600	2010	4	15	11	50	4.9			
2010-04-15	11:55:00	1605	2010	4	15	11	55	4.8			
2010-04-15	12:00:00	1610	2010	4	15	12	0	4.8			
2010-04-15	12:05:00	1615	2010	4	15	12	5	4.7			
2010-04-15	12:10:00	1620	2010	4	15	12	10	4.7			
2010-04-15	12:15:00	1625	2010	4	15	12	15	4.6			
2010-04-15	12:20:00	1630	2010	4	15	12	20	4.6			
2010-04-15	12:25:00	1635	2010	4	15	12	25	4.5			
2010-04-15	12:30:00	1640	2010	4	15	12	30	4.5			
2010-04-15	12:35:00	1645	2010	4	15	12	35	4.4			
2010-04-15	12:40:00	1650	2010	4	15	12	40	4.4			
2010-04-15	12:45:00	1655	2010	4	15	12	45	4.4			
2010-04-15	12:50:00	1660	2010	4	15	12	50	4.3			
2010-04-15	12:55:00	1665	2010	4	15	12	55	4.3			
2010-04-15	13:00:00	1670	2010	4	15	13	0	4.2			
2010-04-15	13:05:00	1675	2010	4	15	13	5	4.2			
2010-04-15	13:10:00	1680	2010	4	15	13	10	4.1			
2010-04-15	13:15:00	1685	2010	4	15	13	15	4.1			
2010-04-15	13:20:00	1690	2010	4	15	13	20	4			
2010-04-15	13:25:00	1695	2010	4	15	13	25	4			
2010-04-15	13:30:00	1700	2010	4	15	13	30	3.9			
2010-04-15	13:35:00	1705	2010	4	15	13	35	3.9			
2010-04-15	13:40:00	1710	2010	4	15	13	40	3.9			
2010-04-15	13:45:00	1715	2010	4	15	13	45	3.8			
2010-04-15	13:50:00	1720	2010	4	15	13	50	3.8			
2010-04-15	13:55:00	1725	2010	4	15	13	55	3.7			
2010-04-15	14:00:00	1730	2010	4	15	14	0	3.7			
2010-04-15	14:05:00	1735	2010	4	15	14	5	3.6			
2010-04-15	14:10:00	1740	2010	4	15	14	10	3.6			
2010-04-15	14:15:00	1745	2010	4	15	14	15	3.5			
2010-04-15	14:20:00	1750	2010	4	15	14	20	3.5			
2010-04-15	14:25:00	1755	2010	4	15	14	25	3.4			
2010-04-15	14:30:00	1760	2010	4	15	14	30	3.4			
2010-04-15	14:35:00	1765	2010	4	15	14	35	3.4			
2010-04-15	14:40:00	1770	2010	4	15	14	40	3.3			
2010-04-15	14:45:00	1775	2010	4	15	14	45	3.3			
2010-04-15	14:50:00	1780	2010	4	15	14	50	3.2			
2010-04-15	14:55:00	1785	2010	4	15	14	55	3.2			
2010-04-15	15:00:00	1790	2010	4	15	15	0	3.1			
2010-04-15	15:05:00	1795	2010	4	15	15	5	3.1			
2010-04-15	15:10:00	1800	2010	4	15	15	10	3			
2010-04-15	15:15:00	1805	2010	4	15	15	15	3			
2010-04-15	15:20:00	1810	2010	4	15	15	20	2.9			
2010-04-15	15:25:00	1815	2010	4	15	15	25	2.9			
2010-04-15	15:30:00	1820	2010	4	15	15	30	2.9			
2010-04-15	15:35:00	1825	2010	4	15	15	35	2.8			
2010-04-15	15:40:00	1830	2010	4	15	15	40	2.8			
2010-04-15	15:45:00	1835	2010	4	15	15	45	2.7			
2010-04-15	15:50:00	1840	2010	4	15	15	50	2.7			
2010-04-15	15:55:00	1845	2010	4	15	15	55	2.6			
2010-04-15	16:00:00	1850	2010	4	15	16	0	2.5			
2010-04-15	16:05:00	1855	2010	4	15	16	5	4.1			
2010-04-15	16:10:00	1860	2010	4	15	16	10	3.9			
2010-04-15	16:15:00	1865	2010	4	15	16	15	3.7			
2010-04-15	16:20:00	1870	2010	4	15	16	20	3.4			
2010-04-15	16:25:00	1875	2010	4	15	16	25	3.2			
2010-04-15	16:30:00	1880	2010	4	15	16	30	3			
2010-04-15	16:35:00	1885	2010	4	15	16	35	2.8			
2010-04-15	16:40:00	1890	2010	4	15	16	40	2.5			
2010-04-15	16:45:00	1895	2010	4	15	16	45	4.3			
2010-04-15	16:50:00	1900	2010	4	15	16	50	3.4			
2010-04-15	16:55:00	1905	2010	4	15	16	55	2.5			
2010-04-15	17:00:00	1910	2010	4	15	17	0	2.5			
2010-04-15	17:05:00	1915	2010	4	15	17	5	2.5			
2010-04-15	17:10:00	1920	2010	4	15	17	10	2.5			
2010-04-15	17:15:00	1925	2010	4	15	17	15	2.5			
2010-04-15	17:20:00	1930	2010	4	15	17	20	4.6			
2010-04-15	17:25:00	1935	2010	4	15	17	25	4.1			
2010-04-15	17:30:00	1940	2010	4	15	17	30	3.6			
2010-04-15	17:35:00	1945	2010	4	15	17	35	3			
2010-04-15	17:40:00	1950	2010	4	15	17	40	2.5			
2010-04-15	17:45:00	1955	2010	4	15	17	45	2.5			
2010-04-15	17:50:00	1960	2010	4	15	17	50	2.5			
2010-04-15	17:55:00	1965	2010	4	15	17	55	2.5			
2010-04-15	18:00:00	1970	2010	4	15	18	0	2.5			
2010-04-15	18:05:00	1975	2010	4	15	18	5	2.5			
2010-04-15	18:10:00	1980	2010	4	15	18	10	2.5			
2010-04-15	18:15:00	1985	2010	4	15	18	15	2.5			
2010-04-15	18:20:00	1990	2010	4	15	18	20	2.6			
2010-04-15	18:25:00	1995	2010	4	15	18	25	2.6			
2010-04-15	18:30:00	2000	2010	4	15	18	30	2.6			
2010-04-15	18:35:00	2005	2010	4	15	18	35	2.6			
2010-04-15	18:40:00	2010	2010	4	15	18	40	2.7			
2010-04-15	18:45:00	2015	2010	4	15	18	45	2.7			
2010-04-15	18:50:00	2020	2010	4	15	18	50	2.7			
2010-04-15	18:55:00	2025	2010	4	15	18	55	2.7			
2010-04-15	19:00:00	2030	2010	4	15	19	0	2.8			
2010-04-15	19:05:00	2035	2010	4	15	19	5	2.8			
2010-04-15	19:10:00	2040	2010	4	15	19	10	2.8			
2010-04-15	19:15:00	2045	2010	4	15	19	15	2.8			
2010-04-15	19:20:00	2050	2010	4	15	19	20	2.9			
2010-04-15	19:25:00	2055	2010	4	15	19	25	2.9			
2010-04-15	19:30:00	2060	2010	4	15	19	30	2.9			
2010-04-15	19:35:00	2065	2010	4	15	19	35	2.9			
2010-04-15	19:40:00	2070	2010	4	15	19	40	3			
2010-04-15	19:45:00	2075	2010	4	15	19	45	3			
2010-04-15	19:50:00	2080	2010	4	15	19	50	3			
2010-04-15	19:55:00	2085	2010	4	15	19	55	3			
2010-04-15	20:00:00	2090	2010	4	15	20	0	3.1			
2010-04-15	20:05:00	2095	2010	4	15	20	5	3.1			
2010-04-15	20:10:00	2100	2010	4	15	20	10	3.1			
2010-04-15	20:15:00	2105	2010	4	15	20	15	3.1			
2010-04-15	20:20:00	2110	2010	4	15	20	20	3.2			
2010-04-15	20:25:00	2115	2010	4	15	20	25	3.2			
2010-04-15	20:30:00	2120	2010	4	15	20	30	3.2			
2010-04-15	20:35:00	2125	2010	4	15	20	35	3.2			
2010-04-15	20:40:00	2130	2010	4	15	20	40	3.3			
2010-04-15	20:45:00	2135	2010	4	15	20	45	3.3			
2010-04-15	20:50:00	2140	2010	4	15	20	50	3.3			
2010-04-15	20:55:00	2145	2010	4	15	20	55	3.3			
2010-04-15	21:00:00	2150	2010	4	15	21	0	3.4			
2010-04-15	21:05:00	2155	2010	4	15	21	5	3.4			
2010-04-15	21:10:00	2160	2010	4	15	21	10	3.4			
2010-04-15	21:15:00	2165	2010	4	15	21	15	3.4			
2010-04-15	21:20:00	2170	2010	4	15	21	20	3.5			
2010-04-15	21:25:00	2175	2010	4	15	21	25	3.5			
2010-04-15	21:30:00	2180	2010	4	15	21	30	3.5			
2010-04-15	21:35:00	2185	2010	4	15	21	35	3.5			
2010-04-15	21:40:00	2190	2010	4	15	21	40	3.6			
2010-04-15	21:45:00	2195	2010	4	15	21	45	3.6			
2010-04-15	21:50:00	2200	2010	4	15	21	50	3.6			
2010-04-15	21:55:00	2205	2010	4	15	21	55	3.6			
2010-04-15	22:00:00	2210	2010	4	15	22	0	3.7			
2010-04-15	22:05:00	2215	2010	4	15	22	5	3.7			
